FINAL_IRR,FOIR,AGE,AVG_OPENING_BAL_90D,VINTAGE_DAYS,AVERAGE_DEBITS_0_3MO,AVG_OPENING_BAL_0_3MO,AVERAGE_SELF_0_3MO,DIGITAL_D_TXN_COUNT,DIGITAL_D_TOTAL_AMOUNT,TOTAL_MEDICAL_SPEND_0_3MO,DR_FOREX_0_3MO,TOTAL_LOAN_COUNT,TOTAL_LOAN_COUNT_EXT,RETAIL_E_COMMERCE,FOOD_BEVERAGE,TECHNOLOGY_ELECTRONICS,UTILITIES_SERVICES,HEALTH_WELLNESS,TRAVEL_TOURISM,CASH_ATM,GROCERY,CARD_PAYMENT,WALLET,INSURANCE,POS,FASHION_APPAREL,BILL_PAYMENTS,AUTOPAY,SELF_AND_FAMILY_TRANSFER,DEPOSIT,INCOME_FROM_OTHER_SOURCES,TRAVELLER_TRANSACTION_COUNT,TRAVELLER_TOTAL_AMOUNT_1Y,SPENDS_TRANSACTION_COUNT_1Y,SPENDS_TRANSACTION_AMOUNT_1Y,AVG_BALANCE_PERCENTAGE,AVG_CC_PERCENTAGE,AVG_SELF_PERCENTAGE,AVG_LIFESTYLE_PERCENTAGE,CR_INV_MATURED_PERCENTAGE,CR_SELF_FAMILY_PERCENTAGE,CC_BILLPAYMENT_PERCENTAGE,ATM_WITHDRAWALS_PERCENTAGE,TOTAL_MEDICAL_SPEND_PERCENTAGE,AVG_DR_CR_RATIO_3M,AVG_SELF_DR_RATIO_3M,AVG_INV_DR_RATIO_3M,SPENDS_INCM_RATIO,TRAVEL_SPENDS_RATIO,MF_INCM_RATIO,RD_FD_INCM_RATIO,DEMAT_INCM_RATIO,SAVING_RATIO,CC_SPEND_TO_TOTAL_SPENDS,TOTAL_SPENDS_RATIO,MEDICAL_INCM_RATIO,FOREX_INCM_RATIO,AVG_INVSTMT_INCM_RATIO,NTB_TAG,EVER_TAKEN_TAG,EXTERNAL_LOAN_TAG,MULTIPLE_LOAN_TAG,DIGITAL_SAVVY_TAG,NON_DIGITAL_TAG,TOP100_CORPS_TAG,RECENT_PURCH_PL_TAG,ABT_TO_MATURE_TAG,PL_RECENT_CLOSED_TAG,LOW_INCOME_HIGH_SPENDS,RURAL_BORROWERS_TAG,METRO_DEBTORS,HIGH_OBLIGATIONS,YOUNG_URBAN_SPENDERS,HIGH_ON_CC,HIGH_BUREAU,Digital_Engaged_0_6M,Digital_Auth_0_6M,log_OFFER_AMT,log_FINAL_SALARY,log_AVERAGE_CREDITS_0_3MO,log_AVERAGE_EMI_0_3MO,log_AVERAGE_INVESTMENT_0_3MO,log_NOT_SALARY_CREDITS_0_3MO,log_TOTAL_LOAN_AMT,log_TOTAL_LOAN_AMT_EXT,log_TOTAL_EMI_COUNT,log_TOTAL_EMI_AMT,log_CREDIT_CARD,log_INVESTMENTS,log_INVESTMENT_MATURITY,log_AVG_INVESTMENT_PERCENTAGE,log_MER_EMI_OFFUS_LOAN_EMI_PERCENTAGE,log_AVG_EMI_DR_RATIO_3M,log_CCAMT_LIMIT_RATIO,log_INVESTMENT_INCOME_RATIO,log_FD_TO_INVESTMENT_PER_YEAR_RATIO,log_CC_SPENDS_MAX_CREDIT_RATIO,log_AVG_EMI_INCM_RATIO,log_PREMIUM_CUST_TAG,Response
22.0,-60.41987531,40,10348.83,4896,0.0,6920.02,0.0,46,169024.2384,0.338209073,0.118225568,0,0,0.0,131.78067,207.0350876,0.0,91.02183588,147.2109096,63.0775033,0.0,0.0,0.0,115.4536171,-124.0444709,48.97287657,36.6306968,423.3157713,33941.28221,0.0,321.4790372,0,0.0,29,349043.3046,111.512,-12.086814,-99.9999881,3.402016771,-99.99999935,267.7467463,-90.55809649,0.851098157,-0.008781319,0.0,0.025657957,0.0,0.0,1.42e-05,0.0,0.0,6.428449555,0.741570839,0.0,0.186093254,0.095234137,0.0,3799.432766,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.225256725762893,1.335034361178074,9.92828521229178,0.0,0.0,11.403531060221976,14.079382163514488,0.0,0.0,0.0,0.0,0.0,9.22565832972649,5.555590377938168,3.126639344406469,7.209740091992837e-05,0.0,0.0,0.0,0.058975575356992604,1.5074894581795946,0.0,0
22.0,89.16514946,36,15802.42,1591,19390.20722,7511.45,0.0,21,716738.143,2.018190991,0.0,0,0,645.1742554,29.76401825,0.0,501.3109529,0.0,0.0,0.0,0.0,10.82093422,907.9470874,0.0,-2.13104326,45.28054135,0.0,1677.705168,393291.4227,796.261008,0.0,0,542.2456416,0,897577.1891,-147.3862,28.072839,-99.9999881,8.0032491,1847.632812,-99.99987839,0.598376852,0.183495623,0.001620795,524.8370918,14.62901696,0.0,137.6130315,0.001490103,11.69180954,0.0,1.648867452,0.09293944,0.0,0.253419851,0.0,0.000118152,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.225256725762893,9.667809511072125,0.0,0.0,2.3131136664347203,11.63322981632604,0.0,0.0,0.0,8.327162020897601,0.0,0.0,9.35544870645807,0.0,0.0,1.4999887501124988e-05,0.005899698503658602,0.04959816907410206,1.7757846932322368,0.0008735873114666274,0.0,0.0,0
17.98999977,-44.49046149,40,98740.73,1393,14930.78906,110826.46,0.0,90,139111.32,0.0,0.059061805,0,0,1050.005414,0.0,153.3720485,0.0,0.0,68.10292124,0.0,0.0,110.8666388,314.9696946,0.0,-159.300885,0.0,0.0,0.0,1694.980814,0.0,95.23996688,2,2217.794877,43,389388.9809,-67.5314,-69.841556,-7.868920009,3.319270908,7295.236568,115.2084666,-54.9337244,-1.504916116,-0.001552362,154.9291944,0.0,0.015833187,1059.074792,0.021828795,0.0,77.61342481,0.0,1.0,0.0,0.0,0.0,0.0,3078.919759,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11.225256725762893,6.746180409484161,10.631473356258097,0.0,5.053826599900475,11.016452115477279,0.0,0.0,0.0,7.73982325477389,0.0,0.0,0.0,4.136855033183377,0.0,9.799519831370762e-05,0.0,0.0,2.951494963372963,0.0,0.0,0.0,0
17.98999977,95.53492515,33,3224.95,2046,58736.8905,11447.09,0.0,1126,972808.2163,0.965597574,0.585487877,0,8,17100.78648,8717.665264,3105.910923,2853.553149,1946.810487,7258.439729,114726.5,954.3252427,6.628129334,51939.74117,0.0,-82.00199549,18.95158334,0.0,2401.591007,304302.0968,0.0,91.06627775,34,25353.02798,943,1161900.207,1.5751,30.451377,-99.9999881,-12.80775155,2685.881829,385.950047,119.7443133,-29.40965115,-0.000142045,301.3345927,0.0,0.0,0.0,0.01550054,53.27075515,3.262724728,0.0,-1.433530504,0.076960102,1.888456955,0.0,7.47e-05,0.0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10.819798284210286,6.587728271525658,11.500324319171533,0.0,0.0,11.521326364391069,13.554483196253916,14.768264399295205,0.6931471805599453,11.233833952040742,0.0,0.0,7.9377474349018655,0.0,1.1468947049077567,0.0,0.2283445705347735,0.004138672866263967,0.0,0.17747929109237412,1.2931126592234587,0.0,0
22.0,-2.726140223,44,305652.74,5208,47261.88732,369303.9,145.6881552,265,470212.0085,0.0,0.0,0,0,10897.76064,2364.64221,86.99950491,5368.331516,395.4958852,16.93152176,0.0,0.0,0.118889989,30468.90922,11.11595806,164.3770453,0.0,0.0,353.6950019,3477.114682,1518.36824,59.998572,1,799.6903584,120,979816.1908,79.2762,32.788783,83.13692019,19.21802044,3491.914126,-95.82811177,1.189596985,0.285432152,0.002969697,0.0,0.0,12.38333248,96.45502255,0.0,27.27025839,44.71250483,0.059409876,0.756320285,0.0,0.304987188,0.182849899,0.0,308.6853004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.225256725762893,6.550125169732509,10.506844327544796,0.31537000459022807,8.467597893983989,13.008476306885315,13.39179808970275,2.9631704101296155,0.0,0.0,0.0,0.0,9.153354414770616,0.0,0.0,3.0499534884457324e-05,0.05633176892983895,0.035055853113368694,2.3819683100514433,0.0,0.6889062309323147,0.0,0
22.0,14.86894553,29,4199.76,655,13250.65021,7830.7,0.0,88,359705.1019,0.0,0.118874752,0,0,308.9604776,0.0,0.0,0.0,129.5234429,0.0,512.0878505,22.77360228,32.40107909,1166.587007,0.0,69.80935116,2.511489404,217.1217442,0.0,0.0,0.0,25.06866581,1,0.0,34,344135.0825,14.7465,-0.354069,4.58129619,-6.257594709,-99.99999935,-17.01772392,21.05732376,0.666207832,-0.01887518,103.4147453,0.0,0.000381326,0.0,0.006656969,0.0,78.05096534,3.557741297,0.48301321,0.0,0.78156545,0.113461005,8.97e-05,0.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,11.225256725762893,9.451117551380117,9.006593703032262,0.0,0.0,8.878658823959409,12.904542061336205,0.0,0.0,7.8793013290913505,0.0,0.0,0.0,6.554182050745981,1.0724264117132563,0.0,0.0,0.0,0.0,0.03899690253262964,0.8569285940643092,0.0,0
17.98999977,64.08274145,28,11109.44,1006,19461.3372,2075.95,19.33427599,658,483445.4286,0.0,0.032754441,0,0,4666.594748,3484.429581,2966.606408,2615.03215,2077.631075,150.3782179,71405.12643,11.23672479,0.0,15172.28853,0.0,-13.7598272,56.07668159,45789.86558,21.34645529,6562.034208,396.092887,0.0,6,0.0,624,170356.9686,-51.0099,-52.79435,-88.75376507,-15.06345429,5064.360476,189.1795826,16.1854395,-54.89305861,0.005599375,0.0,0.007785524,0.022424291,0.0,0.0,0.0,140.0229053,0.0,-0.245708738,0.073656832,0.544535964,0.058884601,0.0,0.0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,11.51293546492023,9.997642399746153,10.469692078132672,0.09775390511027926,0.0,10.966168370118274,13.900088134329092,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,3.9733955987382643,0.0,5.439852037366087e-05,0.9559222910032845,0.0,0.0,0.9683602912300787,0.0,0.0,0
22.0,-95.63991513,50,15379.21,6191,30217.19561,27677.0,101.160474,728,1031713.102,0.0,0.098732063,0,0,17127.94181,8006.156356,35.61313908,2697.596705,1308.318313,0.0,23953.02705,3.286767515,13.67183581,64942.84212,0.0,36.70323298,0.0,0.0,0.0,0.0,934.980088,289.5824602,0,227.3580971,488,732438.3716,94.3445,42.26913,183.507574,-24.98941841,4994.894803,96.58529912,-19.03063053,0.738094719,-0.026290794,755.612649,0.01996865,21.286963,0.0,0.0,0.0,0.0,2.849146318,-0.417616392,0.0,0.911444223,0.0,5.44e-05,779.402483,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.225256725762893,4.252913822443446,11.25181245096228,0.0,10.013206343848308,10.506000457144339,0.0,0.0,0.0,8.322107249126375,0.0,0.0,8.390514267593298,5.860776332818663,0.0,0.0,0.0,0.042312179642669714,1.330293967544992,0.12816082013273247,0.0,0.0,0
22.0,-35.26293567,32,11497.59,2117,37094.523,9593.57,20.94645413,206,54296.24087,0.0,0.031614264,0,0,0.0,4539.014723,0.0,2478.967264,325.0841056,0.0,956.5856855,0.0,43.95966395,3181.058721,0.0,-49.68285576,0.0,12.25014509,0.0,952.6064995,0.0,28.78308049,0,82.88970251,144,16126.04647,39.6028,158.132701,-78.59343365,-4.102280239,82.95136134,-59.86422446,106.5636121,0.733700931,0.00151554,0.0,0.0,0.0,845.0486158,0.001048385,240.828574,0.0,5.408302494,0.746151764,0.000994012,0.379877473,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,11.225256725762893,8.095023676936979,10.13853692939765,0.305898439360743,0.0,10.995086261285273,7.338164359306707,0.0,0.0,0.0,0.0,0.0,9.596178956401015,5.181022788514302,2.162375565467596,0.00015161650563670488,0.0,7.449722501282351e-05,0.0,0.0,0.7841616483544586,0.0,0
22.0,31.49209735,37,27201.78,2177,877.6415913,69104.72,0.0,38,67045.04613,0.0,0.010430317,0,0,225.0736889,0.0,0.0,0.0,0.0,14.1285257,814.1860752,1.181104778,0.0,0.0,0.0,66.30885809,36.42706097,359.6754691,0.0,2066.410695,186.0353893,0.0,0,0.0,59,142103.3331,-50.6694,20.812054,149.6834982,11.72836498,7766.826375,251.4756479,-33.3408633,1.108549466,-0.002372712,1070.533959,0.0,0.013867338,183.2876686,0.0,0.0,67.78270405,0.0,0.918326678,0.0,0.382370123,0.228303284,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.51293546492023,0.0,9.792385733201591,0.2046022638903271,5.0482104315964,0.0,11.631144051094068,9.336420248131287,0.0,5.686859577773333,0.0,0.0,8.511669376000048,4.437445942436794,0.0,0.0,0.0,0.0,0.0,0.019567111329177368,0.0,0.0,0
